text,label
Set vertical speed,Climb
Flaps zero,Climb
Flaps 0,Climb
Have blue flag down,Climb
"Passing fl180, climbing 240",Climb
"Passing 14000, climbing 20000",Climb
Climb FL310,Climb
Climb Flight Level 290,Climb
Climbing FL260,Climb
Climbing Flight Level 320,Climb
We're just approaching 15000 to maintain,Climb
Flaps up,Climb
Thank you for the climb directs,Climb
"Delta 345, passing 9000 feet, climb 13000",Climb
"United 789, passing 16000 feet, climbing 22000",Climb
What speed are you climbing?,Climb
"Transition, altimeters set standard. Check",Climb
After takeoff checklist,Climb
"Landing gear up and off, flaps up, seatbelts on auto, altimeters set, after takeoff checklist.",Climb
Speed 280 knots during climb,Climb
"Crossing, climb FL230, climb FL310.",Climb
"Crossing, climb flight level 190, climb flight level 270.",Climb
"American 456, continue to climb, flight plan, flight level 370.",Climb
"Southwest 123, continue climbing, flight level 100, Canada center.",Climb
"Crossing, climb Flight Level 120, climb Flight Level 220.",Climb
"Passing 5000, climbing 8000",Climb
"Passing 10000, climbing 15000",Climb
"Passing 18000, climbing 24000",Climb
"Passing 30000, descending 25000",Climb
"Passing 12000, descending 8000",Climb
Aircraft climbing through 5000 feet,Climb
Engine thrust set to climb power,Climb
"Passing transition altitude, altimeters set",Climb
Rate of climb maintained at 1500 feet per minute,Climb
Rate of climb maintained at 1800 fpm,Climb
Autopilot engaged during climb,Climb
Aircraft leveling temporarily at restriction altitude,Climb
Climb checklist completed by crew,Climb
"Passing flight level 180, seatbelt remain on",Climb
"Passing FL 240, seatbelt signs remain on",Climb
Aircraft cleared to higher flight level,Climb
Aircraft cleared to higher flight level,Climb
Aircraft continues steady climb,Climb
We climb level 250,Climb
Climbing to initial altitude 10000 feet,Climb
"Speed checked, flaps zero",Climb
Climbing to cruise altitude,Climb
Rate of climb 1200 feet per minute,Climb
"Open speed window, set flaps up speed.",Climb
"After takeoff checklist, engine bleeds are on",Climb
Climb now to flight level 230,Climb
Climb now to FL230,Climb
"Frankfurt Radar, Lufthansa 456, Tango 1 departure, passing 2000 feet climbing to 5000 feet",Climb
"Lufthansa 456, Frankfurt Radar, radar contact, climb to FL 100",Climb
"Climb to FL 100, Lufthansa 456",Climb
"SWISS 789, climb to FL 180",Climb
"Climb to FL 180, SWISS 789",Climb
"Austrian Airlines 112, climb and maintain FL 240",Climb
"Climb and maintain FL 240, Austrian Airlines 112",Climb
"Brussels Airlines 334, passing FL 150 climbing to FL 280",Climb
"Brussels Airlines 334, climb to FL 280",Climb
"Climb to FL 280, Brussels Airlines 334",Climb
"Eurowings 567, climb to FL 220, expedite until passing FL 200",Climb
"Climb to FL 220, expediting until FL 200, Eurowings 567",Climb
"Lufthansa 891, stop climb at FL 190",Climb
"Stop climb at FL 190, Lufthansa 891",Climb
"Air France 223, resume climb to FL 330",Climb
"Resume climb to FL 330, Air France 223",Climb
"British Airways 445, climb to FL 360, no speed restrictions",Climb
"Climb to FL 360, no speed restrictions, British Airways 445",Climb
"KLM 667, climb to FL 310, maintain 250 knots or greater",Climb
"Climb to FL 310, maintain 250 knots, KLM 667",Climb
"Iberia 889, after passing FL 200, turn right heading 090",Climb
"After passing FL 200, right heading 090, Iberia 889",Climb
"Turkish Airlines 556, climb to FL 270, report reaching",Climb
"Climb to FL 270, will report reaching, Turkish Airlines 556",Climb
"SAS 778, passing FL 180 climbing to FL 260",Climb
"SAS 778, identified, continue climb to FL 260",Climb
"Continue climb to FL 260, SAS 778",Climb
"TAP Air Portugal 990, climb to FL 290, reduce speed to 280 knots",Climb
"Climb to FL 290, reduce speed to 280 knots, TAP Air Portugal 990",Climb
"Lufthansa 234, climb to FL 320, cancel SID, proceed direct LANGEN",Climb
"Climb to FL 320, cancel SID, direct LANGEN, Lufthansa 234",Climb
"Eurowings Discover 116, climb to FL 350, affirmative RVSM",Climb
"Climb to FL 350, affirmative RVSM, Eurowings Discover 116",Climb
"SWISS 672, unable FL 350 due turbulence, request FL 330",Climb
"SWISS 672, climb to FL 330",Climb
"Climb to FL 330, SWISS 672",Climb
"Austrian Airlines 445, climb to FL 380 when ready",Climb
"Climb to FL 380 when ready, Austrian Airlines 445",Climb
"Brussels Airlines 223, passing FL 250 climbing to FL 330",Climb
"Brussels Airlines 223, continue climb to FL 330",Climb
"Continue climb to FL 330, Brussels Airlines 223",Climb
"Eurowings 334, climb to FL 300, speed 300 knots or less",Climb
"Climb to FL 300, speed 300 knots or less, Eurowings 334",Climb
"Lufthansa 901, climb to FL 340, contact Munich Control 132.850",Climb
"Climb to FL 340, contact Munich Control 132.850, Lufthansa 901",Climb
"Air France 556, climb to FL 370, no restrictions",Climb
"Climb to FL 370, no restrictions, Air France 556",Climb
"British Airways 778, stop climb at FL 290, traffic above",Climb
"Stop climb at FL 290, British Airways 778",Climb
"KLM 990, resume climb to FL 390",Climb
"Resume climb to FL 390, KLM 990",Climb
"Turkish Airlines 445, climb to FL 410, maintain Mach point 80",Climb
"Climb to FL 410, maintain Mach point 80, Turkish Airlines 445",Climb
"SAS 667, passing FL 310 climbing to FL 390",Climb
"SAS 667, radar contact, climb to FL 390",Climb
"Climb to FL 390, SAS 667",Climb
"Lufthansa 112, climb to FL 430, report reaching",Climb
"Climb to FL 430, will report reaching, Lufthansa 112",Climb
"SWISS 889, climb to FL 360, expedite through FL 280",Climb
"Climb to FL 360, expediting through FL 280, SWISS 889",Climb
"Austrian Airlines 334, climb to FL 400, negative RVSM due equipment",Climb
"Climb to FL 400, negative RVSM, Austrian Airlines 334",Climb
"Eurowings 567, ready to resume RVSM",Climb
"Eurowings 567, climb to FL 380, affirmative RVSM",Climb
"Climb to FL 380, affirmative RVSM, Eurowings 567",Climb
"So, now flaps 0.",Climb
Flaps set to 0.,Climb
Flaps set to zero.,Climb
Flaps 0.,Climb
Flaps zero.,Climb
Flaps are zero.,Climb
Flaps are 0.,Climb
"Speed is checked, flaps 0.",Climb
"Speed is checked, flaps zero.",Climb
"passing flight level 50, now.",Climb
"Jerovinks, 30B, request for flight level.",Climb
"DLH245, request flight level three-six-zero.",Climb
"Jerovinks 30B, request flight level three-five-zero.",Climb
And then we can go to climb as well.,Climb
We can climb now.,Climb
Climbing to flight level 28.,Climb
Climbing FL28,Climb
Just climb up and climb.,Climb
"DLH245, RG2, contact Munich Center, restricted flight level 180.",Climb
"Understood, maintaining flight level 180, DLH245.",Climb
"SWR118, RG3, contact Zurich Center, restricted flight level 200.",Climb
"Wilco, maintaining flight level 200, SWR118.",Climb
"AUA85, RG1, contact Vienna Center, restricted flight level 170.",Climb
"Understood, maintaining flight level 170, AUA85.",Climb
"BEL209, RG4, contact Brussels Center, restricted flight level 160.",Climb
"Wilco, maintaining flight level 160, BEL209.",Climb
"EW611, RG2, contact Cologne Center, restricted flight level 190.",Climb
"Understood, maintaining flight level 190, EW611.",Climb
"OCN432, RG1, contact Frankfurt Center, restricted flight level 200.",Climb
"Wilco, maintaining flight level 200, OCN432.",Climb
"CFG214, RG3, contact Munich Center, restricted flight level 180.",Climb
"Understood, maintaining flight level 180, CFG214.",Climb
"DLA920, RG2, contact Verona Center, restricted flight level 170.",Climb
"Wilco, maintaining flight level 170, DLA920.",Climb
"Flaps up.. Speed check, flaps up.",Climb
"Speed good, flaps are up. ",Climb
"Checked. After takeoff checklist, please",Climb
After takeoff checklist complete,Climb
"Standard is cross check, passing FL5 to now. Check.",Climb
Yes.. Set standard.,Climb
So. FL 170. checked,Climb
Aircraft cruising at Flight level [MASK],Cruise
Aircraft cruising at FL[MASK],Cruise
Cabin service begins during cruise,Cruise
Autopilot maintaining heading and altitude,Cruise
Aircraft maintaining Mach [MASK],Cruise
Steady flight in clear skies,Cruise
Minor turbulence encountered during cruise,Cruise
Long-range navigation checks ongoing,Cruise
Engine performance monitored at cruise,Cruise
Smooth flight at constant altitude,Cruise
Reached top of climb point,Cruise
Cruising at mach [MASK],Cruise
Stable cruise altitude maintained,Cruise
Autopilot engaged in cruise,Cruise
Over ocean waypoint,Cruise
Long range cruise power set,Cruise
Flight level [MASK] maintained,Cruise
Crossing international boundary,Cruise
Smooth air at cruise altitude,Cruise
Passing halfway point of journey,Cruise
Cabin service in progress,Cruise
Monitoring systems during cruise,Cruise
Fuel consumption normal,Cruise
We're just approaching [MASK] to maintain,Cruise
Cruising altitude reached,Cruise
Level at fl [MASK],Cruise
FL [MASK] maintained,Cruise
Aircraft cruising at Flight level [MASK],Cruise
Maintaining flight level 330,Cruise
Level at FL350,Cruise
Cruising at Mach 0.82,Cruise
Autopilot maintaining track,Cruise
Cabin service commenced,Cruise
Top of descent in 45 minutes,Cruise
Fuel burn tracking as planned,Cruise
Systems normal at cruise altitude,Cruise
Light chop at flight level 330,Cruise
"Smooth conditions, maintaining altitude",Cruise
Crossing waypoint ALPHA,Cruise
Next waypoint in 120 miles,Cruise
"ETP calculated, all normal",Cruise
Long range cruise established,Cruise
Cost index optimized,Cruise
Engine EPR stabilized,Cruise
N1 at cruise setting,Cruise
Fuel flow normal,Cruise
Pressurization stable,Cruise
OAT minus 45 Celsius,Cruise
ISA deviation plus 2,Cruise
Tailwind component 25 knots,Cruise
Ground speed 480 knots,Cruise
True airspeed 450 knots,Cruise
Crossing the Rockies at FL370,Cruise
"Over ocean, SATCOM active",Cruise
HF radio check complete,Cruise
ACARS data link normal,Cruise
Weather radar clear ahead,Cruise
TCAS operational,Cruise
Transponder mode Charlie,Cruise
Maintaining assigned track,Cruise
RNAV accuracy within limits,Cruise
FMS performance normal,Cruise
Cabin altitude 8000 feet,Cruise
Passenger signs off,Cruise
Crew rest period started,Cruise
Flight deck lunch service,Cruise
Position report sent,Cruise
Crossing FIR boundary,Cruise
Contacting new center frequency,Cruise
Monitoring 121.5,Cruise
Stable at cruise configuration,Cruise
Auto-throttle engaged,Cruise
Flight directors off,Cruise
Navigation display set,Cruise
Engine anti-ice off,Cruise
Wing anti-ice off,Cruise
Continuous ignition off,Cruise
Seat belt sign off,Cruise
Crew conducting walkaround,Cruise
Galley equipment secured,Cruise
Monitoring weather ahead,Cruise
Next ATC frequency ready,Cruise
Satellite phone test,Cruise
Cabin temperature stable,Cruise
Flight progress on schedule,Cruise
We are currently cruizing at 35000 feet,Cruise
"Munich Control, Lufthansa 456, FL 330, Mach .82, direct LANGEN",Cruise
"Lufthansa 456, Munich Control, radar contact, maintain FL 330",Cruise
"Maintain FL 330, Lufthansa 456",Cruise
"SWISS 789, maintain FL 350",Cruise
"Maintain FL 350, SWISS 789",Cruise
"Austrian Airlines 112, maintain FL 370, no speed restrictions",Cruise
"Maintain FL 370, no speed restrictions, Austrian Airlines 112",Cruise
"Brussels Airlines 334, maintain FL 310, reduce speed to Mach .78",Cruise
"Maintain FL 310, reduce speed to Mach .78, Brussels Airlines 334",Cruise
"Eurowings 567, maintain FL 290, report passing WAYPOINT ALPHA",Cruise
"Maintain FL 290, will report passing WAYPOINT ALPHA, Eurowings 567",Cruise
"Lufthansa 891, maintain FL 330, contact Vienna Control 127.050",Cruise
"Maintain FL 330, contact Vienna Control 127.050, Lufthansa 891",Cruise
"Air France 223, maintain FL 360, direct PARIS",Cruise
"Maintain FL 360, direct PARIS, Air France 223",Cruise
"British Airways 445, maintain FL 380, squawk 4623",Cruise
"Maintain FL 380, squawk 4623, British Airways 445",Cruise
"KLM 667, maintain FL 340, cross WAYPOINT BRAVO at FL 340",Cruise
"Maintain FL 340, cross WAYPOINT BRAVO at FL 340, KLM 667",Cruise
"Iberia 889, maintain FL 320, expect higher level in 10 minutes",Cruise
"Maintain FL 320, expecting higher level, Iberia 889",Cruise
"Turkish Airlines 556, maintain FL 390, negative RVSM due equipment",Cruise
"Maintain FL 390, negative RVSM, Turkish Airlines 556",Cruise
"SAS 778, maintain FL 350, ready to resume RVSM?",Cruise
"SAS 778, affirmative RVSM, maintain FL 350",Cruise
"Affirmative RVSM, maintain FL 350, SAS 778",Cruise
"TAP Air Portugal 990, maintain FL 310, unable higher due weight",Cruise
"TAP 990, maintain FL 310, roger",Cruise
"Maintain FL 310, TAP 990",Cruise
"Lufthansa 234, maintain FL 330, turbulence reported at FL 350",Cruise
"Maintain FL 330, Lufthansa 234",Cruise
"Eurowings Discover 116, maintain FL 370, cleared direct ROMEO",Cruise
"Maintain FL 370, direct ROMEO, Eurowings Discover 116",Cruise
"SWISS 672, maintain FL 410, optimum level FL 430",Cruise
"Maintain FL 410, SWISS 672",Cruise
"Austrian Airlines 445, maintain FL 360, contact Zurich Control 128.320",Cruise
"Maintain FL 360, contact Zurich Control 128.320, Austrian Airlines 445",Cruise
"Brussels Airlines 223, maintain FL 340, speed 280 knots or greater",Cruise
"Maintain FL 340, speed 280 knots or greater, Brussels Airlines 223",Cruise
"Eurowings 334, maintain FL 300, report ETA WAYPOINT CHARLIE",Cruise
"Maintain FL 300, will report ETA WAYPOINT CHARLIE, Eurowings 334",Cruise
"Lufthansa 901, maintain FL 380, no change to flight plan",Cruise
"Maintain FL 380, Lufthansa 901",Cruise
"Air France 556, maintain FL 420, Mach .82",Cruise
"Maintain FL 420, Mach .82, Air France 556",Cruise
"British Airways 778, maintain FL 390, expect descent in 20 minutes",Cruise
"Maintain FL 390, expecting descent in 20 minutes, British Airways 778",Cruise
"KLM 990, maintain FL 350, cleared present position direct DELTA",Cruise
"Maintain FL 350, direct DELTA, KLM 990",Cruise
"Turkish Airlines 445, maintain FL 370, cross ECHO at and maintain FL 370",Cruise
"Maintain FL 370, cross ECHO at FL 370, Turkish Airlines 445",Cruise
"SAS 667, maintain FL 330, weather deviation approved left of track",Cruise
"Maintain FL 330, deviation approved left, SAS 667",Cruise
"Lufthansa 112, maintain FL 410, report top of descent",Cruise
"Maintain FL 410, will report top of descent, Lufthansa 112",Cruise
"SWISS 889, maintain FL 360, QNH 1013",Cruise
"Maintain FL 360, QNH 1013, SWISS 889",Cruise
"Austrian Airlines 334, maintain FL 380, no reported turbulence",Cruise
"Maintain FL 380, Austrian Airlines 334",Cruise
"Eurowings 567, maintain FL 320, contact Berlin Control 135.900",Cruise
"Maintain FL 320, contact Berlin Control 135.900, Eurowings 567",Cruise
"Lufthansa 778, maintain FL 400, long range cruise power approved",Cruise
"Maintain FL 400, long range cruise, Lufthansa 778",Cruise
"Air France 990, maintain FL 340, cleared via flight planned route",Cruise
"Maintain FL 340, via flight plan, Air France 990",Cruise
"British Airways 223, maintain FL 430, maximum altitude FL 450",Cruise
"Maintain FL 430, maximum FL 450, British Airways 223",Cruise
"KLM 445, maintain FL 310, step climb to FL 390 available in 15 minutes",Cruise
"Maintain FL 310, expecting step climb, KLM 445",Cruise
"Turkish Airlines 778, maintain FL 370, cleared shortcut via FOXTROT",Cruise
"Maintain FL 370, shortcut via FOXTROT, Turkish Airlines 778",Cruise
"SAS 112, maintain FL 350, next waypoint GOLF in 120 miles",Cruise
"Maintain FL 350, SAS 112",Cruise
"Munich Center, Lufthansa 245, maintaining flight level 370, inbound LUPOS.",Cruise
"Lufthansa 245, Vienna Radar contact, ANEXA 2A arrival, runway 26R.",Cruise
"ANEXA 2A arrival runway 26R, Lufthansa 245, thank you.",Cruise
"Zurich Center, Swiss 223, maintaining flight level 350, inbound KPT.",Cruise
"Swiss 223, Milan Radar contact, BERTA 3W arrival, runway 35L.",Cruise
"BERTA 3W arrival runway 35L, Swiss 223, thank you.",Cruise
"Vienna Center, Austrian 85, maintaining flight level 360, inbound LNZ.",Cruise
"Austrian 85, Budapest Radar contact, MOLUS 1L arrival, runway 31.",Cruise
"MOLUS 1L arrival runway 31, Austrian 85, thank you.",Cruise
"Brussels Center, Brussels 248, maintaining flight level 330, inbound SPI.",Cruise
"Brussels 248, Frankfurt Radar contact, SOBRA 4S arrival, runway 25L.",Cruise
"SOBRA 4S arrival runway 25L, Brussels 248, thank you.",Cruise
"Cologne Center, Eurowings 611, maintaining flight level 370, inbound NVO.",Cruise
"Eurowings 611, Prague Radar contact, LOMKI 3M arrival, runway 24.",Cruise
"LOMKI 3M arrival runway 24, Eurowings 611, thank you.",Cruise
"Frankfurt Center, Discover 432, maintaining flight level 390, inbound KENUP.",Cruise
"Discover 432, Palma Radar contact, TOLSO 2A arrival, runway 06R.",Cruise
"TOLSO 2A arrival runway 06R, Discover 432, thank you.",Cruise
"Munich Center, Condor 214, maintaining flight level 370, inbound RUDAP.",Cruise
"Condor 214, Vienna Radar contact, SOPER 3M arrival, runway 29.",Cruise
"SOPER 3M arrival runway 29, Condor 214, thank you.",Cruise
"Verona Center, Air Dolomiti 920, maintaining flight level 290, inbound LAGEN.",Cruise
"Air Dolomiti 920, Munich Radar contact, NAPSA 2W arrival, runway 26L.",Cruise
"NAPSA 2W arrival runway 26L, Air Dolomiti 920, thank you.",Cruise
"Leipzig Center, Lufthansa Cargo 845, maintaining flight level 330, inbound OSN.",Cruise
"Lufthansa Cargo 845, Warsaw Radar contact, BOKSU 3M arrival, runway 33.",Cruise
"BOKSU 3M arrival runway 33, Lufthansa Cargo 845, thank you.",Cruise
"Leipzig Center, AeroLogic 256, maintaining flight level 350, inbound BUREL.",Cruise
"AeroLogic 256, Paris Radar contact, MOPAR 2A arrival, runway 27R.",Cruise
"MOPAR 2A arrival runway 27R, AeroLogic 256, thank you.",Cruise
Mach vertical speed,Cruise
"Hold, we'll maintain 300 knots then.",Cruise
ATC instructs descent to FL 1100,Descent
Aircraft descending through FL 180 feet,Descent
Speed brakes partially deployed,Descent
"Cabin crew, prepare for arrival please.",Descent
"Passing transition level, altimeters set.",Descent
Aircraft reducing speed during descent,Descent
Passenger signs illuminated,Descent
Rate of descent is 1500 fpm.,Descent
Aircraft stabilized in descent path,Descent
Top of descent point approaching,Descent
Beginning descent to lower altitude,Descent
Descending to flight level 180,Descent
Rate of descent 1200 fpm,Descent
Cleared to lower altitude,Descent
Passing flight level 250,Descent
Descent power set,Descent
Speed brakes deployed for descent,Descent
Descending through 15000 feet,Descent
Approaching transition level,Descent
Preparing cabin for arrival,Descent
Descent checklist completed,Descent
Descend Flight Level 210,Descent
"We are passing 14000, descending 9000",Descent
"When ready, descend to Flight level 160",Descent
"When ready, descend to FL 150",Descent
So let's start the descent.,Descent
Altitude alert 250,Descent
Descending level 120 inbound to,Descent
Descending to flight level 110,Descent
Descending flight level 190,Descent
Descending level 170,Descent
We are descending flight level 130,Descent
Passing flight level 280 descending to flight level 220,Descent
Descend altitude 19000 feet,Descent
"Descending 14000, 11000",Descent
"Descending Flight Level 260, 180",Descent
Descend FL230,Descent
"Delta 345, descend 11000",Descent
"Descend 8000, United 456.",Descent
"American 123, descend 17000 feet, heading 270, intercept localizer.",Descent
"Descend 16000 feet, Southwest 789, heading 180, cleared ILS approach.",Descent
"United 567, descend to 5000",Descent
"Descending 17000, 12000.",Descent
"Descending altitude 13000 feet, Alaska 345, established localizer.",Descent
"Lufthansa 456, descend and maintain flight level 190.",Descent
"Descend and maintain flight level 170, British Airways 123.",Descent
Descend checklist complete.,Descent
Approach briefing complete.,Descent
Descend checklist,Descent
"Emirates 345, descend and maintain 13000, Val.",Descent
"Qatar 789, begin your descent, descend and maintain flight level 150.",Descent
"Descend and maintain flight level 130, Singapore 456.",Descent
Descend and maintain flight level 110.,Descent
Descending flight level 100.,Descent
Transitional level checklist.,Descent
"Transitional level checklist, passenger signs on, all passengers set, recall check,",Descent
Transitional level checklist complete.,Descent
"Seattle Approach, Alaska 234, descend and maintain 12000",Descent
"Descend and maintain 8000, Delta 567.",Descent
Descend via the JANET arrival,Descent
"United 890, descend and maintain 7000, contact approach on 133.65.",Descent
Descend at pilot's discretion to 10000,Descent
Cross VORRY at and maintain 9000,Descent
Expect lower in 5 minutes,Descent
Leaving FL330 for 280,Descent
Descending via STAR procedure,Descent
Reduce speed to 250 knots below 10000,Descent
"Passing 17000, descending 12000",Descent
Cleared for continuous descent approach,Descent
Descending with speed brakes extended,Descent
Vertical speed 1500 fpm down,Descent
Approaching initial approach altitude,Descent
"Descend to 5000, intercept glide path",Descent
"Passing 11000, established on arrival",Descent
Cleared to descend via arrival procedure,Descent
Descending to 4000 on the ILS,Descent
"Passing 13000, configuring for approach",Descent
"Top of descent reached, commencing descent",Descent
"Descending to 3000, gear down at 2000",Descent
May we confirm that we are cleared to descent via  seekar 1 arrival 7,Descent
"Munich Control, Lufthansa 456, FL 330, estimating LANGEN at 45, request descent",Descent
"Lufthansa 456, Munich Control, descend to FL 240",Descent
"Descend to FL 240, Lufthansa 456",Descent
"SWISS 789, descend to FL 190",Descent
"Descend to FL 190, SWISS 789",Descent
"Austrian Airlines 112, descend to FL 150, cross LANGEN at and maintain FL 150",Descent
"Descend to FL 150, cross LANGEN at FL 150, Austrian Airlines 112",Descent
"Eurowings 567, when ready, descend to FL 180",Descent
"When ready, descend to FL 180, Eurowings 567",Descent
"Lufthansa 891, descend to FL 120, reduce speed to 250 knots",Descent
"Descend to FL 120, reduce speed to 250 knots, Lufthansa 891",Descent
"Air France 223, descend to FL 100, expedite until passing FL 150",Descent
"Descend to FL 100, expediting until FL 150, Air France 223",Descent
"British Airways 445, descend to FL 080, contact Approach 119.200",Descent
"Descend to FL 080, contact Approach 119.200, British Airways 445",Descent
"KLM 667, descend to FL 130, cross DELTA at and maintain FL 130",Descent
"Descend to FL 130, cross DELTA at FL 130, KLM 667",Descent
"Iberia 889, descend to FL 090, speed 280 knots or less",Descent
"Descend to FL 090, speed 280 knots or less, Iberia 889",Descent
"Turkish Airlines 556, descend to FL 070, report passing FL 100",Descent
"Descend to FL 070, will report passing FL 100, Turkish Airlines 556",Descent
"SAS 778, descend to FL 160, no speed restrictions",Descent
"Descend to FL 160, no speed restrictions, SAS 778",Descent
"TAP Air Portugal 990, descend to FL 140, expect ILS approach runway 26L",Descent
"Descend to FL 140, expecting ILS runway 26L, TAP 990",Descent
"Lufthansa 234, descend to FL 110, maintain 300 knots until 10 DME",Descent
"Descend to FL 110, maintain 300 knots until 10 DME, Lufthansa 234",Descent
"Eurowings Discover 116, descend to FL 170, via BAVARIA 3 arrival",Descent
"Descend to FL 170, via BAVARIA 3 arrival, Eurowings Discover 116",Descent
"SWISS 672, descend to FL 150, reduce speed to 250 knots below FL 100",Descent
"Descend to FL 150, reduce speed to 250 below FL 100, SWISS 672",Descent
"Austrian Airlines 445, descend to FL 130, cleared via STAR procedure",Descent
"Descend to FL 130, via STAR procedure, Austrian Airlines 445",Descent
"Brussels Airlines 223, descend to FL 190, contact Munich Approach 120.500",Descent
"Descend to FL 190, contact Munich Approach 120.500, Brussels Airlines 223",Descent
"Eurowings 334, descend to FL 120, expect vectors ILS runway 08R",Descent
"Descend to FL 120, expect vectors ILS runway 08R, Eurowings 334",Descent
"Lufthansa 901, descend to FL 100, report established on arrival",Descent
"Descend to FL 100, will report established, Lufthansa 901",Descent
"Air France 556, descend to FL 180, cross ROMEO at and maintain FL 180",Descent
"Descend to FL 180, cross ROMEO at FL 180, Air France 556",Descent
"British Airways 778, descend to FL 140, expedite descent, traffic below",Descent
"Descend to FL 140, expediting descent, British Airways 778",Descent
"KLM 990, descend to FL 160, maintain Mach point 78",Descent
"Descend to FL 160, maintain Mach point 78, KLM 990",Descent
"Turkish Airlines 445, descend to FL 110, cleared continuous descent approach",Descent
"Descend to FL 110, cleared continuous descent, Turkish Airlines 445",Descent
"SAS 667, descend to FL 130, contact Terminal 118.700",Descent
"Descend to FL 130, contact Terminal 118.700, SAS 667",Descent
"Lufthansa 112, descend to FL 150, reduce rate of descent to 1500 fpm",Descent
"Descend to FL 150, reducing rate to 1500 fpm, Lufthansa 112",Descent
"SWISS 889, descend to FL 170, expect further descent in 5 minutes",Descent
"Descend to FL 170, expecting further descent, SWISS 889",Descent
"Austrian Airlines 334, descend to FL 190, speed 260 knots",Descent
"Descend to FL 190, speed 260 knots, Austrian Airlines 334",Descent
"Eurowings 567, descend to FL 120, report leaving FL 180",Descent
"Descend to FL 120, will report leaving FL 180, Eurowings 567",Descent
"Lufthansa 778, descend to FL 100, cleared via MUNICH 2 arrival",Descent
"Descend to FL 100, via MUNICH 2 arrival, Lufthansa 778",Descent
"Air France 990, descend to FL 140, maintain 280 knots",Descent
"Descend to FL 140, maintain 280 knots, Air France 990",Descent
"British Airways 223, descend to FL 160, expect visual approach runway 26L",Descent
"Descend to FL 160, expecting visual approach runway 26L, British Airways 223",Descent
"KLM 445, descend to FL 130.",Descent
"Descend to FL 130, KLM 445",Descent
"Turkish Airlines 778, descend to FL 150, report passing FL 200",Descent
"Descend to FL 150, will report passing FL 200, Turkish Airlines 778",Descent
"SAS 112, descend to FL 110, maintain 250 knots below FL 100",Descent
"Descend to FL 110, maintain 250 knots below FL 100, SAS 112",Descent
"Lufthansa 334, descend to FL 170, contact Approach on 125.250",Descent
"Descend to FL 170, contact Approach 125.250, Lufthansa 334",Descent
"SWISS 556, descend to FL 190, cleared for RNAV approach runway 26R",Descent
"Descend to FL 190, cleared RNAV approach runway 26R, SWISS 556",Descent
"Austrian Airlines 778, descend to FL 120, expedite through FL 150",Descent
"Descend to FL 120, expediting through FL 150, Austrian Airlines 778",Descent
Speed brakes retracted.,Descent
Speed brakes stowed.,Descent
Speed brakes are in.,Descent
Speed brakes closed.,Descent
Speed brakes off.,Descent
Speed brakes no longer deployed.,Descent
Speed brakes fully retracted.,Descent
Speed brakes back in position.,Descent
"Lufthansa 245, descend at your discretion, maintain minimum speed 160 knots.",Descent
"Descend at our discretion, minimum 160, Lufthansa 245.",Descent
"Swiss 223, maintain minimum speed 165 knots until 5 miles.",Descent
"Minimum 165 until 5 miles, Swiss 223.",Descent
"Austrian 85, speed your discretion, report reducing.",Descent
"Speed our discretion, will report reducing, Austrian 85.",Descent
"Brussels 248, continue descent at pilot’s discretion, maintain 170 knots.",Descent
"Pilot’s discretion, 170 knots, Brussels 248.",Descent
"Eurowings 611, reduce speed to 160 knots, maintain until glide path intercept.",Descent
"160 knots until glide path, Eurowings 611.",Descent
"Discover 432, descend at your discretion, maintain minimum speed 162 knots.",Descent
"Descend at our discretion, minimum 162, Discover 432.",Descent
"Condor 214, maintain minimum speed 160 knots until 4 miles.",Descent
"Minimum 160 until 4 miles, Condor 214.",Descent
"Air Dolomiti 920, speed your discretion, report reducing.",Descent
"Speed our discretion, will report reducing, Air Dolomiti 920.",Descent
"Lufthansa Cargo 845, continue descent at pilot’s discretion, maintain 168 knots.",Descent
"Pilot’s discretion, 168 knots, Lufthansa Cargo 845.",Descent
"AeroLogic 256, reduce speed to 165 knots, maintain until glide path intercept.",Descent
"165 knots until glide path, AeroLogic 256.",Descent
ATC instructs descent to level 110,Descent
Aircraft descending through level 180 feet,Descent
ATC instructs descent to flight level 110,Descent
Aircraft descending through flight level 180 feet,Descent
"Eurowings, one, Hotel Romeo, winner, radar contact, descent, flight level 130.",Descent
"Descent level 130, your wings, one, Hotel Romeo.",Descent
"Lufthansa 456, Munich Control, descend to flight level 240",Descent
"Descend to flight level 240, Lufthansa 456",Descent
"SWISS 789, descend to flight level 190",Descent
"Descend to flight level 190, SWISS 789",Descent
"Okay.. Lufthansa 06, thank you, passing over 250, descending 220.",Descent
Aircraft intercepts ILS localizer,Approach
Landing gear extended,Approach
Flaps set to 15 degrees,Approach
Aircraft established on glide slope,Approach
Final approach checklist completed,Approach
Pilot confirms runway in sight,Approach
Aircraft descending through 1000 feet AGL,Approach
Autopilot disengaged on short final,Approach
Aircraft stabilized for landing,Approach
Speed adjusted to Vref during approach,Approach
Passing 10000 feet in descent,Approach
Established on localizer,Approach
Glideslope intercept,Approach
Final approach course established,Approach
Cleared for ILS approach,Approach
Gear down for landing,Approach
Final approach fix inbound,Approach
Stabilized on approach,Approach
Passing outer marker,Approach
"Localizer alive, glideslope capture",Approach
Minimums callout,Approach
Approach checklist completed,Approach
Visual with runway,Approach
Landing checklist completed,Approach
"Okay, approach checklist",Approach
